EXAMPLE_year_quarter;EXAMPLE_price;EXAMPLE_floor_area_log;EXAMPLE_distance_nearest_trainstation_log;EXAMPLE_neighbourhood_code;EXAMPLE_dummy_large_city
2009Q1;475000;383;0,6;C;0
2009Q1;360000;92;1,4;B;0
2009Q1;327250;200;4,5;B;0
2009Q1;121500;62;1,6;C;0
2009Q1;360000;142;0,7;A;0
2009Q1;110250;86;2;C;0
2009Q1;636000;566;9;C;0
2009Q1;245000;154;1,3;D;0
2009Q1;154000;103;20,4;E;0
2009Q1;65000;173;1,4;B;0
2009Q1;460000;421;9,5;C;0
2009Q1;225000;127;9,4;C;0
2009Q1;153250;137;1,2;D;0
2009Q1;330000;198;2;D;0
2009Q1;132000;65;0,6;B;0
2009Q1;405000;230;4,1;C;0
2009Q1;67400;49;1,6;D;0
2009Q1;310000;605;4,5;A;0
2009Q1;290000;273;1,5;C;0
2009Q1;90440;50;11,7;B;0
2009Q1;370000;364;3;C;0
2009Q1;129500;82;2,4;D;0
2009Q1;330000;211;3,6;A;0
2009Q1;650000;432;1,4;A;0
2009Q1;120000;140;3,2;C;0
2009Q2;220000;557;24,5;D;0
2009Q2;562500;194;5,5;B;0
2009Q2;285000;67;1,9;A;0
2009Q2;110000;87;0,8;B;0
2009Q2;103000;81;1;B;0
2009Q2;160000;141;0,8;E;0
2009Q2;229000;92;2,1;C;0
2009Q2;416500;847;10,8;D;0
2009Q2;650000;651;1,5;D;0
2009Q2;305000;135;2,1;B;0
2009Q2;118250;79;1,6;C;0
2009Q2;750000;727;1,7;C;0
2009Q2;1270000;1791;1,8;B;0
2009Q2;690000;226;3,8;A;0
2009Q2;92000;71;2,7;E;0
2009Q2;650000;2070;1;B;0
2009Q2;81750;82;3;C;0
2009Q2;280000;132;6,1;A;0
2009Q2;425000;195;1,4;B;0
2009Q2;165000;109;4,2;D;0
2009Q2;115000;63;1,7;D;0
2009Q2;284000;144;3,7;C;0
2009Q2;305000;115;9,9;B;0
2009Q2;550000;84;2,4;A;1
2009Q2;177000;182;10,5;D;0
2009Q2;87000;68;3,4;B;0
2009Q2;82000;99;2,5;A;0
2009Q2;355000;202;1;B;0
2009Q2;360000;240;1,2;B;0
2009Q2;209000;87;2,7;C;0
2009Q2;1080000;457;10,9;B;0
2009Q2;92000;67;5,3;C;0
2009Q2;350000;232;19,6;B;0
2009Q2;82500;59;1,2;D;0
2009Q2;83000;68;1,9;C;0
2009Q2;475000;458;1,5;C;0
2009Q2;450000;90;1,2;C;0
2009Q2;280000;567;4,1;D;0
2009Q2;88600;60;1,1;E;0
2009Q2;120000;67;2,3;C;0
2009Q2;325000;174;8,4;D;0
2009Q2;85000;59;1,2;D;0
2009Q2;255000;280;1;A;0
2009Q2;291000;316;2,3;B;0
2009Q2;398000;200;3,5;B;0
2009Q2;1725000;3835;3,1;C;0
2009Q2;50000;56;4,2;E;0
2009Q2;87000;68;3,4;B;0
2009Q2;270000;151;2,6;B;0
2009Q2;575000;612;0,9;C;0
2009Q2;178500;140;2,3;B;0
2009Q2;95200;71;2,7;D;0
2009Q2;155000;461;6,1;B;0
2009Q2;84500;70;3;D;0
2009Q2;110000;68;5,9;B;0
2009Q2;179000;75;1,1;B;0
2009Q2;67500;38;2,1;C;0
2009Q2;87000;68;3,4;B;0
2009Q2;77250;99;3;D;0
2009Q2;245000;328;2,7;C;0
2009Q2;62500;70;1;D;0
2009Q2;159000;76;2,2;A;0
2009Q2;427500;237;0,4;B;0
2009Q2;225000;114;1,3;C;0
2009Q2;250000;90;13,6;C;0
2009Q2;73500;58;2;D;0
2009Q2;107500;75;1,6;E;0
2009Q2;170000;90;1,1;E;0
2009Q2;775000;145;0,7;B;0
2009Q2;132750;86;0,9;C;0
2009Q2;386750;141;0,8;A;0
2009Q2;220000;159;8,8;C;0
2009Q2;65000;152;1;E;0
2009Q2;76000;87;0,8;D;0
2009Q2;153510;155;1,5;B;0
2009Q2;174000;96;1,8;D;0
2009Q2;1900000;6104;17;C;0
2009Q2;165600;72;1,6;A;1
2009Q2;105000;59;2,2;D;0
2009Q2;475000;261;12,7;B;0
2009Q2;160000;86;11,3;C;0
2009Q2;145000;91;4,1;B;0
2009Q2;315000;106;1,4;D;0
2009Q2;90000;185;46,6;C;0
2009Q2;128000;86;4,1;D;0
2009Q2;185000;150;3,5;D;0
2009Q2;104125;65;3,8;C;0
2009Q2;460000;246;1,9;A;0
2009Q2;320000;568;5,3;D;0
2009Q2;148750;116;1,9;B;0
2009Q2;330000;446;1,4;C;0
2009Q2;86000;288;16,9;C;0
2009Q2;229000;235;22,5;C;0
2009Q2;120000;56;1,4;B;0
2009Q2;104000;54;4,9;E;0
2009Q2;85000;63;4,2;D;0
2009Q2;106000;107;12,5;D;0
2009Q2;155000;59;0,6;B;0
2009Q2;80000;49;2,5;E;0
2009Q2;136850;228;2,7;B;0
2009Q2;72000;67;2;D;0
2009Q2;389000;542;2,3;B;0
2009Q2;780000;1791;5,2;D;0
2009Q2;380000;158;1,5;C;0
2009Q2;357500;1091;12,6;D;0
2009Q2;244000;102;7,6;A;0
2009Q2;285000;154;9,8;E;0
2009Q2;85085;50;11,7;B;0
2009Q2;71400;120;2,5;C;0
2009Q2;112000;118;0,5;E;0
2009Q2;389000;193;9,9;D;0
2009Q2;345000;133;1,7;A;0
2009Q2;96100;64;14,7;D;0
2009Q2;140000;669;17,2;D;0
2009Q2;275000;171;4,7;A;0
2009Q2;375000;67;1,2;A;0
2009Q2;130000;64;11,1;E;0
2009Q2;99750;70;3,1;E;0
2009Q2;490000;683;13,8;B;0
2009Q2;41000;86;38,7;B;0
2009Q2;1420000;2434;2,2;D;0
2009Q2;360000;35;0,7;A;0
2009Q2;168000;221;1,7;B;0
2009Q2;580000;328;2;B;0
2009Q2;132500;113;1,7;C;0
2009Q2;158000;98;3,7;B;0
2009Q2;106000;108;2,7;D;0
2009Q2;223500;141;1;E;0
2009Q2;127000;113;3,5;D;0
2009Q2;445000;120;6,8;D;0
2009Q2;345000;900;1,9;D;0
2009Q2;12500000;7214;0,5;C;0
2009Q2;695000;2508;10,4;D;0
2009Q2;210000;69;21,5;E;0
2009Q2;267500;378;21,4;D;0
2009Q2;145000;84;1;D;0
2009Q2;235000;100;3,1;B;0
2009Q2;2800000;115;2,6;A;1
2009Q2;475000;448;0,5;B;0
2009Q2;875000;378;5,9;C;0
2009Q2;62500;57;1,2;A;0
2009Q2;150000;258;0,9;D;0
2009Q2;108000;126;0,8;E;0
2009Q2;140000;42;1,6;A;1
2009Q2;470000;131;2,4;A;1
2009Q2;345000;183;3,1;B;0
2009Q2;267500;241;15,4;C;0
2009Q2;148750;116;1,9;B;0
2009Q2;180000;122;5,3;A;0
2009Q2;320000;86;3,7;B;0
2009Q3;150000;68;4,7;B;0
2009Q3;80000;171;4,5;B;0
2009Q3;995000;1534;3,8;D;0
2009Q3;31572;36;1,5;C;0
2009Q3;110000;44;1,2;A;0
2009Q3;80563;127;2,5;E;0
2009Q3;1368500;1002;1,8;C;0
2009Q3;550000;100;1,5;C;0
2009Q3;185000;220;2,3;D;0
2009Q3;102465;161;1,1;B;0
2009Q3;153000;64;1,3;A;1
2009Q3;80563;127;2,5;E;0
2009Q3;190000;98;7;E;0
2009Q3;287500;115;3,5;B;0
2009Q3;133500;97;3,8;A;0
2009Q3;130000;95;0,3;A;0
2009Q3;280000;202;28,3;C;0
2009Q3;143000;107;2,4;D;0
2009Q3;50000;128;2,2;B;0
2009Q3;655000;840;3,2;C;0
2009Q3;650000;309;3,1;B;0
2009Q3;80563;127;2,5;E;0
2009Q3;4900000;2810;0,8;A;0
2009Q3;276000;140;2,4;D;0
2009Q3;450000;2035;38,4;E;0
2009Q3;275000;205;1,1;B;0
2009Q3;105000;93;17,7;E;0
2009Q3;1465000;558;1;A;1
2009Q3;177000;179;1,4;D;0
2009Q3;265000;318;15,3;C;0
2009Q3;80000;68;2,6;D;0
2009Q3;115300;72;2,7;C;0
2009Q3;93000;110;2,5;E;0
2009Q3;299000;158;0,8;B;0
2009Q3;79000;98;4,2;E;0
2009Q3;68500;64;1,2;D;0
2009Q3;1130000;807;11,1;E;0
2009Q3;70000;123;1,9;B;0
2009Q3;83000;69;3,6;C;0
2009Q3;375000;232;9,5;C;0
2009Q3;990000;682;1,8;B;0
2009Q3;50000;123;3,8;E;0
2009Q3;1275000;1100;4,9;A;0
2009Q3;1200000;410;0,7;A;0
2009Q3;290000;153;7;C;0
2009Q3;580000;612;7,5;D;0
2009Q3;163400;103;1,5;E;0
2009Q3;170000;96;0,7;D;0
2009Q3;562000;2399;1,4;C;0
2009Q3;238000;54;2;A;1
2009Q3;260000;191;1,2;E;0
2009Q3;640000;874;2,6;C;0
2009Q3;450000;162;6,9;A;0
2009Q3;150000;132;1,4;B;0
2009Q3;242000;122;1;D;0
2009Q3;505000;707;6,1;B;0
2009Q3;149100;127;1,9;C;0
2009Q3;652000;258;3,8;A;0
2009Q3;650000;458;19,4;D;0
2009Q3;250000;300;6,4;E;0
2009Q3;1400000;896;1,1;E;0
2009Q3;107100;183;3,9;B;0
2009Q3;150500;89;1,8;D;0
2009Q3;141000;108;4,7;A;0
2009Q3;85000;79;2;D;0
2009Q3;230000;134;1,6;C;0
2009Q3;101500;121;2,2;E;0
2009Q3;250000;101;8,3;C;0
2009Q3;125000;65;1,4;B;0
2009Q3;175000;304;8;B;0
2009Q3;2600000;352;4,4;A;0
2009Q3;180000;226;4,7;B;0
2009Q3;174750;92;0,4;B;0
2009Q3;180000;138;5,5;B;0
2009Q3;193500;117;5,7;C;0
2009Q3;150000;182;1,5;B;0
2009Q3;66250;44;5,2;D;0
2009Q3;136000;118;2;D;0
2009Q3;140000;98;2,3;D;0
2009Q3;350000;460;14;D;0
2009Q3;357000;1136;4,9;B;0
2009Q3;689000;558;27,2;C;0
2009Q3;645000;156;1,6;A;1
2009Q3;430000;162;1,2;B;0
2009Q3;1215000;2035;3,2;B;0
2009Q3;835000;220;14,8;B;0
2009Q3;390000;124;6,9;C;0
2009Q3;210000;109;6,8;C;0
2009Q3;195000;101;0,9;C;0
2009Q3;75500;82;1,2;C;0
2009Q3;585000;148;1,7;A;0
2009Q3;160650;86;11,1;B;0
2009Q3;150000;129;0,5;D;0
2009Q3;155400;142;0,8;A;0
2009Q3;110000;77;1;C;0
2009Q3;135273;68;2,9;A;0
2009Q3;467500;284;1,2;D;0
2009Q3;430000;227;1,1;D;0
2009Q3;582500;984;0,8;C;0
2009Q3;182500;107;1,2;C;0
2009Q3;171000;113;0,6;E;0
2009Q3;57120;95;3,5;D;0
2009Q3;190000;69;31,5;C;0
2009Q3;83500;69;1,9;C;0
2009Q3;965000;1902;13,5;B;0
2009Q3;135000;103;1,1;A;0
2009Q3;345000;202;0,9;B;0
2009Q3;88500;77;2,1;E;0
2009Q3;86000;57;0,9;D;0
2009Q3;180000;215;10,2;A;0
2009Q3;92500;137;1,4;D;0
2009Q3;55000;74;1,6;D;0
2009Q3;283333;268;0,7;C;0
2009Q3;412500;383;0,6;B;0
2009Q3;29000;64;1,1;C;0
2009Q3;645000;955;2,2;C;0
2009Q3;111000;86;2;C;0
2009Q3;165000;185;2,1;C;0
2009Q3;265000;124;1,8;D;0
2009Q3;840000;884;3,2;B;0
2009Q3;457500;74;1,2;A;1
2009Q3;74000;104;1,2;E;0
2009Q3;152276;180;9,9;C;0
2009Q3;385000;140;7,2;A;0
2009Q3;142000;94;2,5;D;0
2009Q3;370000;253;1,1;A;0
2009Q3;525000;284;12,6;C;0
2009Q3;275000;162;0,5;B;0
2009Q3;135000;91;1,7;B;0
2009Q3;250000;569;6,3;D;0
2009Q3;205000;118;8,3;A;0
2009Q3;3700000;3328;5,1;D;0
2009Q3;485000;739;2,6;C;0
2009Q3;73000;54;3,4;E;0
2009Q3;230000;133;2,3;B;0
2009Q3;338000;141;1,4;D;0
2009Q3;225000;199;11,5;C;0
2009Q3;120000;91;5,1;A;0
2009Q3;130000;76;0,9;C;0
2009Q3;63000;88;1,2;E;0
2009Q3;103000;96;1,8;D;0
2009Q3;135000;311;1,5;D;0
2009Q3;445000;178;3;D;0
2009Q3;85000;206;2,3;A;0
2009Q3;120000;154;0,8;C;0
2009Q3;855000;268;1,6;A;0
2009Q3;131500;217;1,1;E;0
2009Q3;190000;118;2,7;E;0
2009Q3;149000;99;3,5;D;0
2009Q3;1575000;1255;2,7;A;0
2009Q4;193000;79;10,1;A;0
2009Q4;120000;114;1,1;C;0
2009Q4;325000;178;2,7;B;0
2009Q4;390000;192;20,4;B;0
2009Q4;94500;65;2;C;0
2009Q4;1500000;54;0,8;C;0
2009Q4;125000;93;2,8;E;0
2009Q4;171240;124;5;C;0
2009Q4;120000;137;2,3;E;0
2009Q4;102000;99;2,9;D;0
2009Q4;615000;520;1,4;C;0
2009Q4;175000;178;4,7;B;0
2009Q4;145000;116;2;E;0
2009Q4;950000;483;11,5;B;0
2009Q4;1475000;6628;1,9;D;0
2009Q4;145870;145;7;B;0
2009Q4;160000;89;5,8;B;0
2009Q4;160000;116;5,9;B;0
2009Q4;86250;51;2,2;C;0
2009Q4;87635;130;1;A;0
2009Q4;775000;929;4,6;A;0
2009Q4;480000;1064;10,9;B;0
2009Q4;950000;1558;3,8;C;0
2009Q4;337000;159;19,8;B;0
2009Q4;77350;50;11,7;B;0
2009Q4;1350000;330;1,4;A;1
2009Q4;196000;148;1;D;0
2009Q4;363500;285;10;C;0
2009Q4;650000;402;1,4;C;0
2009Q4;175000;80;5,2;C;0
2009Q4;140000;101;1,5;D;0
2009Q4;25250;71;0,6;B;0
2009Q4;327000;185;1,2;D;0
2009Q4;73000;68;1,4;C;0
2009Q4;515000;90;1,3;A;1
2009Q4;140000;107;7,3;C;0
2009Q4;78000;80;0,7;E;0
2009Q4;575000;342;0,6;D;0
2009Q4;70000;100;1,9;D;0
2009Q4;171240;124;5;C;0
2009Q4;70000;180;0,7;E;0
2009Q4;220000;321;1,5;E;0
2009Q4;102000;38;58,6;B;0
2009Q4;1550000;153;3;C;0
2009Q4;221000;71;2,1;A;1
2009Q4;89000;44;0,6;D;0
2009Q4;210000;324;16,3;B;0
2009Q4;242500;122;0,6;B;0
2009Q4;160000;100;2,6;B;1
2009Q4;250000;254;1,9;B;0
2009Q4;125000;100;3,6;B;0
2009Q4;130900;108;2,5;B;0
2009Q4;190000;91;11,9;C;0
2009Q4;150000;131;1,2;D;0
2009Q4;172550;71;5,8;B;0
2009Q4;1050000;47;0,9;A;1
2009Q4;970000;1310;5,1;B;0
2009Q4;108000;79;1,8;C;1
2009Q4;119000;97;2;C;0
2009Q4;404600;434;2,5;B;1
2009Q4;80000;105;2,1;E;0
2009Q4;195000;103;14,7;D;0
2009Q4;179500;151;6,2;B;0
2009Q4;238000;135;1,8;A;1
2009Q4;235000;142;1,4;C;0
2009Q4;332000;302;7,6;C;0
2009Q4;575000;181;1;C;0
2009Q4;70000;36;3,5;B;0
2009Q4;217000;325;30,8;A;0
2009Q4;163000;62;3,4;C;0
2009Q4;1065000;209;1,8;A;0
2009Q4;101500;91;2,6;D;0
2009Q4;180000;80;5,2;C;0
2009Q4;185000;91;1,2;A;0
2009Q4;250000;212;3,1;D;0
2009Q4;455000;167;1,2;A;0
2009Q4;148675;105;4,2;C;0
2009Q4;475000;301;0,9;A;1
2009Q4;185000;98;1,7;A;0
2009Q4;130000;115;6,2;B;0
2009Q4;160000;101;15,2;C;0
2009Q4;380000;613;1;C;0
2009Q4;85000;73;2;D;0
2009Q4;190000;123;9,9;D;0
2009Q4;131500;103;1;B;0
2009Q4;215000;40;10,2;B;0
2009Q4;133000;92;2,2;C;0
2009Q4;79000;63;0,9;D;0
2009Q4;225000;97;1,1;A;0
2009Q4;900000;221;6,8;C;0
2009Q4;1115000;335;3,8;B;0
2009Q4;230000;120;3,9;A;0
2009Q4;184450;158;1,1;B;0
2009Q4;82500;44;0,8;D;0
2009Q4;310000;233;6,8;E;0
2009Q4;375000;518;4,5;D;0
2009Q4;87000;46;4;A;0
2009Q4;212000;86;3,9;A;1
2009Q4;204000;152;1;E;0
2009Q4;185000;321;1,8;D;0
2009Q4;1750000;3009;2;C;0
2009Q4;57500;33;3,3;B;0
2009Q4;106000;68;0,8;B;0
2009Q4;115000;129;0,9;C;0
2009Q4;50000;123;4,4;E;0
2009Q4;240000;140;1,1;D;0
2009Q4;1400000;913;2,7;A;0
2009Q4;164250;127;1,6;A;1
2009Q4;420000;199;1;C;0
2009Q4;442000;371;1,3;E;0
2009Q4;95000;150;10,3;C;0
2009Q4;405000;299;0,9;A;0
2009Q4;154000;99;3,3;C;0
2009Q4;2800000;4288;6,7;B;0
2009Q4;630000;585;12,6;B;0
2009Q4;1675000;1423;0,7;D;0
2009Q4;145000;96;0,9;C;0
2009Q4;240000;97;8,2;A;0
2009Q4;3125000;304;4,1;D;0
2009Q4;140250;104;10,5;E;0
2009Q4;42000;51;8,4;C;0
2009Q4;136850;149;3,1;C;0
2009Q4;87635;126;1;A;0
2009Q4;170000;127;3,5;B;0
2009Q4;124950;140;2,7;B;0
2009Q4;131000;144;3,6;B;0
2009Q4;165000;48;2,2;A;1
2009Q4;147500;56;5,7;B;0
2009Q4;165000;157;0,6;B;0
2009Q4;141000;74;0,6;B;0
2009Q4;192000;131;1,8;C;0
2009Q4;550000;133;6,3;B;0
2009Q4;475000;1020;12,1;C;0
2009Q4;160000;91;14;B;0
2009Q4;140550;51;5;A;0
2009Q4;85000;70;2,2;E;0
2009Q4;57000;205;8;D;0
2009Q4;1700000;245;1,2;B;0
2009Q4;94000;69;1,4;D;0
2009Q4;290000;165;5;A;0
2009Q4;107500;107;3,4;A;0
2009Q4;920000;3593;22,4;D;0
2009Q4;297500;171;0,9;C;0
2009Q4;155000;128;8,6;B;0
2009Q4;175000;123;21,3;B;0
2009Q4;105000;68;3,6;B;0
2009Q4;610000;165;1,1;A;0
2009Q4;210000;95;1,5;D;0
2009Q4;62500;40;1,5;C;0
2009Q4;125000;126;1;C;0
2010Q1;390000;421;6,5;C;0
2010Q1;125000;108;1;D;0
2010Q1;1200000;911;0,5;C;0
2010Q1;217500;485;12,4;E;0
2010Q1;60000;57;2,1;E;0
2010Q1;470000;755;16,3;B;0
2010Q1;175000;132;12,4;C;0
2010Q1;153000;71;1,6;B;0
2010Q1;85000;49;1,2;E;0
2010Q1;112500;74;0,9;C;0
2010Q1;130000;152;0,7;E;0
2010Q1;160000;61;1,8;B;0
2010Q1;63000;104;3,4;E;0
2010Q1;84000;72;3,3;C;0
2010Q1;327250;119;6,8;A;1
2010Q1;210000;54;2,4;A;1
2010Q1;77500;50;11,7;B;0
2010Q1;405000;238;2,4;A;1
2010Q1;617500;801;4,3;B;0
2010Q1;120000;80;4,2;D;0
2010Q1;127000;73;1,9;C;0
2010Q1;220000;75;1,3;A;1
2010Q1;250000;85;7,9;B;0
2010Q1;625000;638;2;E;0
2010Q1;68000;51;3,6;A;0
2010Q1;240000;119;4;C;0
2010Q1;59000;56;3,4;E;0
2010Q1;130000;108;2,3;D;0
2010Q1;650000;735;1,7;C;0
2010Q1;150000;86;6,3;A;0
2010Q1;90000;97;31,8;B;0
2010Q1;412500;131;16,9;D;0
2010Q1;90000;70;2,1;D;0
2010Q1;425000;458;6,1;B;0
2010Q1;1800000;420;0,9;B;0
2010Q1;120000;215;27,2;C;0
2010Q1;350000;316;1;B;0
2010Q1;35000;40;1,5;D;0
2010Q1;275500;121;5,4;B;0
2010Q1;37000;123;1,5;E;0
2010Q1;106875;98;6,2;D;0
2010Q1;5712000;3934;0,9;C;0
2010Q1;875000;843;1,5;B;0
2010Q1;50000;230;3,9;C;0
2010Q1;113000;82;2,1;B;0
2010Q1;226100;350;13,6;D;0
2010Q1;127500;108;2,3;D;0
2010Q1;62000;100;17,6;E;0
2010Q1;130000;103;1,3;D;0
2010Q1;3125000;178;2,8;B;0
2010Q1;190000;45;9,9;B;0
2010Q1;350000;990;8,6;C;0
2010Q1;92500;124;1,7;B;0
2010Q1;238000;238;14,6;B;0
2010Q1;1200000;3014;2,7;C;0
2010Q1;163000;140;1,7;C;0
2010Q1;90000;70;2,1;D;0
2010Q1;790000;869;0,6;B;0
2010Q1;73500;36;1,6;C;0
2010Q1;134000;110;2;E;0
2010Q1;89000;95;1,8;E;0
2010Q1;84000;104;5,2;B;0
2010Q1;72000;65;3;E;0
2010Q1;173000;121;2,3;D;0
2010Q1;157500;87;1,4;C;0
2010Q1;217500;133;5,7;B;0
2010Q1;220000;428;1,4;B;0
2010Q1;52200;62;1,9;B;0
2010Q1;180000;80;1,2;A;1
2010Q1;83000;104;2,8;E;0
2010Q1;174000;80;2,1;A;1
2010Q1;405000;273;1,6;B;0
2010Q1;180000;80;4,7;C;0
2010Q1;140000;167;5,2;D;0
2010Q1;900000;122;4,9;A;0
2010Q1;180000;228;2,2;B;0
2010Q1;725000;530;10,7;C;0
2010Q1;930000;890;7,7;C;0
2010Q1;207000;191;4,9;C;0
2010Q1;61000;86;1,4;E;0
2010Q1;159000;110;14,1;B;0
2010Q1;95000;190;4,1;C;0
2010Q1;310000;177;2,8;A;1
2010Q1;52000;39;1,4;E;0
2010Q1;98000;83;37,9;E;0
2010Q1;86000;86;1,4;E;0
2010Q1;164000;79;1,7;C;0
2010Q1;215000;380;2,3;B;0
2010Q1;450000;100;5,2;C;0
2010Q1;230000;192;6,2;C;0
2010Q1;333000;418;7,4;D;0
2010Q1;485000;146;0,8;A;0
2010Q1;430000;460;1,6;B;0
2010Q1;350000;296;1;C;0
2010Q1;115000;126;1,8;D;0
2010Q1;530000;92;1,2;A;0
2010Q1;710000;328;1,6;D;0
2010Q1;94000;92;1,7;D;0
2010Q1;520000;476;12,7;D;0
2010Q1;550000;195;24,5;C;0
2010Q1;205000;98;1,7;A;1
2010Q1;260000;201;2,2;C;0
2010Q1;179000;228;2,2;C;0
2010Q1;225000;510;17,2;D;0
2010Q1;103000;219;10;B;0
2010Q1;217500;50;2,3;A;1
2010Q1;195000;490;5,2;C;0
2010Q1;185000;372;9,9;D;0
2010Q1;1950000;3852;2,1;D;0
2010Q1;210000;82;4;B;0
2010Q1;485000;208;5;A;0
2010Q1;137000;90;1,6;D;0
2010Q1;245000;374;1,7;D;0
2010Q1;165000;104;2,6;D;0
2010Q1;575000;124;2,4;B;0
2010Q1;1600000;2013;0,9;C;0
2010Q1;240000;98;8,9;C;0
2010Q1;150000;90;5;A;0
2010Q1;62500;56;4,2;E;0
2010Q1;235000;1102;5,5;E;0
2010Q1;77350;72;15,1;D;0
2010Q1;190000;101;2,1;D;0
2010Q1;190000;604;1,7;E;0
2010Q1;450000;217;16,2;D;0
2010Q1;159000;107;16,8;D;0
2010Q1;121875;64;0,7;C;0
2010Q1;170000;290;8,9;C;0
2010Q1;890000;767;1,7;B;0
2010Q1;60400;41;1;E;0
2010Q1;41000;75;11,1;C;0
2010Q1;1600000;1945;6,3;B;0
2010Q1;910000;788;3;A;0
2010Q1;165000;107;19,4;C;0
2010Q1;1250000;2191;2,5;C;0
2010Q1;270000;100;2,4;A;1
2010Q1;1250000;3169;3,2;C;0
2010Q1;104000;98;6,2;D;0
2010Q1;167500;125;1,9;D;0
2010Q1;129000;119;5,7;C;0
2010Q1;251000;118;1,6;D;0
2010Q1;245000;92;0,9;A;0
2010Q1;112800;125;1,9;B;0
2010Q1;510000;105;2;A;1
2010Q1;86000;54;4;D;0
2010Q1;75000;69;4,3;D;0
2010Q1;160000;83;0,7;C;0
2010Q1;268000;52;1,4;A;1
2010Q1;89000;137;1,5;E;0
2010Q1;365000;521;5,6;E;0
2010Q1;230000;870;2,3;B;0
2010Q2;475000;670;2,4;C;0
2010Q2;1245000;620;3,8;B;0
2010Q2;550000;350;0,8;C;0
2010Q2;218000;115;6,1;B;0
2010Q2;229000;298;4,7;B;0
2010Q2;107000;94;1,7;D;0
2010Q2;152000;109;4,5;C;0
2010Q2;153000;83;2,7;B;0
2010Q2;282500;109;6,3;B;0
2010Q2;85500;130;4,9;E;0
2010Q2;302000;199;3,1;D;0
2010Q2;1550000;2905;0,8;C;0
2010Q2;280000;93;2,1;C;0
2010Q2;450000;257;0,9;C;0
2010Q2;8300000;810;0,9;A;1
2010Q2;35791;84;2,2;D;0
2010Q2;185000;105;7,6;B;0
2010Q2;52500;91;0,9;B;0
2010Q2;190000;37;1,6;A;1
2010Q2;87500;133;6,8;C;0
2010Q2;190000;386;1,6;A;1
2010Q2;305000;115;9,2;B;0
2010Q2;2500000;738;1,4;A;0
2010Q2;80000;85;0,9;D;0
2010Q2;360000;122;6,6;A;0
2010Q2;625000;1326;3,6;B;0
2010Q2;46000;121;27,2;C;0
2010Q2;530000;250;1,5;C;0
2010Q2;250000;145;2,8;A;0
2010Q2;81000;267;0,6;D;0
2010Q2;65000;108;22,5;D;0
2010Q2;475000;166;10,2;C;0
2010Q2;122250;92;2,8;B;0
2010Q2;255000;80;6,4;A;0
2010Q2;127000;125;3,1;D;0
2010Q2;117500;51;1,2;C;0
2010Q2;124950;60;3,3;E;0
2010Q2;305000;168;2,3;D;0
2010Q2;105000;65;1,7;E;0
2010Q2;280000;282;12,7;B;0
2010Q2;65000;56;4,2;E;0
2010Q2;227500;170;1,7;B;0
2010Q2;197500;67;2,1;A;1
2010Q2;140000;100;2,9;C;0
2010Q2;125000;70;41,9;E;0
2010Q2;150000;127;5,9;B;0
2010Q2;1075000;228;14,1;C;0
2010Q2;900000;145;1,9;A;0
2010Q2;48000;69;2,1;E;0
2010Q2;132500;125;1,7;C;0
2010Q2;350000;354;1,1;E;0
2010Q2;215000;243;21,1;D;0
2010Q2;181000;106;11,3;C;0
2010Q2;830000;130;0,8;C;0
2010Q2;240000;517;3,3;D;0
2010Q2;380800;555;3,2;E;0
2010Q2;645000;177;3,3;A;0
2010Q2;113050;316;2,7;D;0
2010Q2;72500;136;1,7;C;0
2010Q2;105000;86;1;B;0
2010Q2;815000;517;2,2;B;0
2010Q2;133000;95;1,4;D;0
2010Q2;205000;284;1,6;E;0
2010Q2;220000;114;2,7;B;0
2010Q2;90000;57;1;D;0
2010Q2;550000;2699;3,1;A;0
2010Q2;151000;90;1,6;C;0
2010Q2;352500;143;3;A;0
2010Q2;233000;113;2,4;D;0
2010Q2;172500;70;6,2;B;0
2010Q2;95000;52;1,6;E;0
2010Q2;86000;110;20,5;E;0
2010Q2;250000;234;13,2;D;0
2010Q2;385000;180;7,7;C;0
2010Q2;160000;126;6,9;B;0
2010Q2;3100000;3633;1,2;B;0
2010Q2;167500;94;0,6;B;0
2010Q2;85000;58;2,4;E;0
2010Q2;135000;133;3,5;B;0
2010Q2;134000;230;7,2;B;0
2010Q2;75000;81;1;D;0
2010Q2;44516;147;2,5;C;0
2010Q2;410000;438;7;D;0
2010Q2;460000;445;0,8;A;0
2010Q2;255000;126;1,4;D;0
2010Q2;650000;980;9,3;D;0
2010Q2;2800000;5225;4,1;C;0
2010Q2;193000;102;2,9;C;0
2010Q2;190000;87;5,4;C;0
2010Q2;225000;130;1,9;A;0
2010Q2;170000;111;1,3;B;0
2010Q2;105000;86;2;C;0
2010Q2;85000;65;2,4;D;0
2010Q2;145000;122;3,8;A;0
2010Q2;170000;286;13,9;E;0
2010Q2;139500;307;23;E;0
2010Q2;240000;74;1,9;A;0
2010Q2;425000;395;14,6;D;0
2010Q2;185000;398;28,2;E;0
2010Q2;137500;136;3,2;D;0
2010Q2;125000;96;0,7;C;0
2010Q2;410000;915;3,3;C;0
2010Q2;190000;386;1,6;A;1
2010Q2;138000;61;0,8;C;0
2010Q2;275000;126;0,7;A;0
2010Q2;165000;111;1,3;D;0
2010Q2;65000;53;1,2;E;0
2010Q2;179000;97;3,5;B;0
2010Q2;175000;213;4,7;B;0
2010Q2;295000;164;7,9;B;0
